OTU	663-046_Screening_Fecal_S121_L008	663-033_Screening_Fecal_S111_L008	663-026_Screening_Fecal_S103_L008	663-006_Screening_Fecal_S77_L008	663-004_Screening_Fecal_S75_L008	663-023_End_of_Treatment_S100_L008	663-013_C7D1_S85_L008	663-040_Screening_Fecal_S117_L008	663-007_Screening_Fecal_S78_L008	663-054_Screening_Fecal_S128_L008	663-038_Screening_Fecal_S114_L008	663-029_Screening_Fecal_S106_L008	663-030_Screening_Fecal_S107_L008	663-015_Screening_Fecal_S89_L008	663-040_C7D1_S118_L008	663-022_Screening_Fecal_S98_L008	663-032_Screening_Fecal_S109_L008	663-009_Screening_Fecal_S79_L008	663-023_Screening_Fecal_S99_L008	663-014_C7D1_S87_L008	663-045_Screening_Fecal_S119_L008	663-014_Screening_Fecal_S86_L008	663-028_Screening_Fecal_S105_L008	663-034_Screening_Fecal_S112_L008	663-052_Screening_Fecal_S125_L008	663-013_Screening_Fecal_S84_L008	663-021_Screening_Fecal_S97_L008	663-031_C7D1_S108_L008	663-003_Screening_Fecal_S73_L008	663-039_End_of_Treatment_S116_L008	663-020_Screening_Fecal_S95_L008	663-046_C7D1_S122_L008	663-003_End_of_Treatment_S74_L008	663-034_C7D1_S113_L008	663-018_Screening_Fecal_S92_L008	663-019_Screening_Fecal_S93_L008	663-051_Screening_Fecal_S124_L008	663-053_Screening_Fecal_S127_L008	663-002_Screening_Fecal_S71_L008	663-026_C7D1_S104_L008	663-009_C7D1_S80_L008	663-048_Screening_Fecal_S123_L008	663-045_End_of_Treatment_S120_L008	663-039_Screening_Fecal_S115_L008	663-014_End_of_Treatment_S88_L008	663-002_End_of_Treatment_S72_L008	663-052_End_of_Treatment_S126_L008	663-025_Screening_Fecal_S102_L008	663-011_Screening_Fecal_S81_L008	663-020_End_of_Treatment_S96_L008	663-017_Screening_Fecal_S91_L008	663-005_Screening_Fecal_S76_L008	663-024_Screening_Fecal_S101_L008	663-016_Screening_Fecal_S90_L008	663-012_Screening_Fecal_S82_L008	663-019_C7D1_S94_L008	663-012_End_of_Treatment_S83_L008	663-032_C7D1_S110_L008
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__GCF_000154845	0	0	2.66793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29051	0	0	0	0	0	0	0.022000000000000002	0	3.3071599999999997	0	0	0	0	0	0	0	0	0	0.0247	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified	0	0	0.69639	0	0	0	0	0	0	0.39481	0	0	0	3.78243	0	0.9985200000000001	0	0	0	0	0	0	0	0	0	0	0.53245	0	0	0	0.34911	0	0	0	0	0	0	0	0	0.30591	0	0	0	0	0	0	0	0	0	0.18594000000000002	0.63973	0	0	0	0	2.5404	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0	0	0.40998	0.00389	0	0.67411	0.70308	0.89746	0.01599	0.92684	1.8806200000000002	0.04181	0	0.5997100000000001	0.63212	3.54756	0.11592000000000001	0.02136	0.26048000000000004	0	0.19287	0	0.02316	0.31063	0.03405	0.30806999999999995	0	0	0.014180000000000002	0.009009999999999999	0.48633999999999994	0	0	0.87013	0	0.32093	0.20108	3.04589	0.20585	0.32239	0.016569999999999998	0.18955999999999998	1.88765	0	0	1.07405	0	0.5674100000000001	0	0.30704000000000004	0.13896	0	0.59606	0	1.23691	0.13169	0.79266	0.030119999999999997
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__GCF_000230275	0	0	0.37069	0	0	0	0	0	0	0	0.58326	0	0	0	0	0	0	0	0	0	0	0	0	0.00983	0	0	0	0	0	0	0.39398	0	0	0.047619999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23554	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__GCF_000273175	0	0	0.17087	0	0	0	0	0	0	0	0	0	0	0.31494	0	0	0	0	0.028310000000000002	0	0.028839999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11909000000000002	0.01228	0	0	0	0.32042	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435	0	0	0.07095	0.00938	0	0	0	0	0.02238	0.004370000000000001	0	0.30434	0.20488	0.01674	0	0	0	0.04554	0	0.18408	0.01119	0.8323	0	0	0	0	0.22779000000000002	0.002	0.21513000000000002	0.00562	0	0.07531	0.1038	0	0.04361	0	0.02018	0	0	0.07254	0.16896	0.0341	0	0.01791	0.74408	0	0	0.0216	0.10968	0.04595	0.10908	0.02128	0.10795999999999999	0.06541	0.10553	0	0.0557	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified	0	0	0.06898	2.04945	0.33415	0	0	0	0	0.11064	0.03645	0	0.35778000000000004	0.058170000000000006	0	0	0	0.09103	0	0.29536	0	0.9003200000000001	0.015609999999999999	0.01138	0	0	0.2309	0	0	0.0021100000000000003	0	0.54696	0	0	1.0782200000000002	0	0.02143	0	0	0.04357	1.11778	0	0	0.12115	0.44098999999999994	0	0	0.009940000000000001	0.55133	0.12038	0.47873000000000004	0.0061	0.11266	0.38229	0.21341999999999997	0	0.0057	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__GCF_000225345	0	0	0.06444	0	0	0.04195	0.01097	0.10504000000000001	0.03779	0.6956100000000001	0.10605999999999999	0.40579	0	0	0.19822	0.32608000000000004	2.18655	0	0.02279	0	1.28551	0	0	0.08789	0	0	0.9605799999999999	0	0	0.0025	0.25453000000000003	0.16859000000000002	0	0.03284	0	0	0.09254	0	0.037989999999999996	0	0	0	0.06238	0	0	0	0	0	0	0.34153	1.88693	0	0	0	0.32678	0	0.8902200000000001	0.060079999999999995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195	0	0	0.02962	0	0	1.14299	0	0.18156	0.0134	0	0.08899	0	0	6.04801	0	0	0.10664000000000001	0.8001	0.70641	0.2061	0.14659	3.69664	0	0.45607	0.14209000000000002	0	0	0.00371	0.49078999999999995	2.74646	0.26891	0.1291	1.05708	0.2949	0	0.06339	0.16053	0	0.05047	0.6030800000000001	0.049980000000000004	0.35653	0.08398	0.11337	15.91267	0.08582999999999999	0	0	0.34431	0.0237	0	0	0	0	0.10392	0.67057	0.03884	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565	0	0	0.02962	0.01001	0	0	0	0.04922	0	0.018000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0.5161899999999999	0	0	0.006370000000000001	0	0	0	0.00811	0	0.008320000000000001	0	0	0	0	0	0	0	0.01822	0	0	0	0	0	0	0	0	0	0	0	0.02244	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__GCF_000162475	0	0	0.01251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__GCF_000478885	0	0	0.00242	0	0	0.024669999999999997	0	0.1774	0.04288	0.2195	0.14509	0	0	0	0.32195	0.5017199999999999	0	0	0.08032	0.15955	0	0.33929000000000004	0	0.01846	0	0	0	0	0	0.2957	0	0	0	0.11084000000000001	0	0	0	0	0	0.0119	0	0.15217	0	0	0.89366	0	0.00078	0.15244000000000002	0	0.00982	0	0.028360000000000003	0	0	0.08274	0	0.03418	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385	0	0	0.00235	0	0	0	0	0	0	0.22539	0	0	0.06377999999999999	0	0	0	0	0	0	0.11204000000000001	0	0	0	0	0	0.04285	0	0	0	0.06911	0	0	0	0	0	0	0	0	0	0.0314	0	0.02816	0	0	0.7862399999999999	0	0	0	0	0	0.16085	0	0	0	0.13809000000000002	0	0.06599	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0	0	0	0.28103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05318	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0	0	0	3.7761099999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5067	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	0	0	0	2.10817	0	0	0	3.4485300000000003	1.00474	0	0	0.04044	0	0	0	0	0	3.01885	0	0.14022	0	0	2.3452	1.1130200000000001	0.23046	0	0.84452	0	0	0	0	0	0	0	0.12274000000000002	0	0.1812	0.028480000000000002	0.78681	0	1.74748	0	0	0	6.35364	0.4785	0	0	0.14474	0	2.11463	0	0.038669999999999996	0	0	1.48702	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0	0	0	0.6632600000000001	0.02103	0.23515999999999998	2.21917	0	0	2.42997	5.00171	0	1.95005	0	0	0	3.58645	2.63778	0	1.96595	0	3.1381200000000002	0.6005199999999999	0	0	4.90797	3.4187199999999995	0	0	0.02375	0	0	0	0	0	0	1.62853	0	0.42927	0	0	2.44759	0	0	3.01235	0.22546999999999998	0	0	1.69787	0	0.19612000000000002	0.44931000000000004	0	0	0	0	0	3.015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus	0	0	0	0.28103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0	0	0	0.24656999999999998	0.5653	0	0	0	0.18391	0	0.11634000000000001	0	0	0.02465	0	0.09566000000000001	0	0	0	1.52492	0	1.1347200000000002	0.0689	0	0	0	0	1.24072	0.19343	0.14406	0.014769999999999998	0.51679	0.52199	0	0	0	0	0	0	0.00502	0	0	0	0	0.6017100000000001	0	0	0.00386	0.1485	0.06767999999999999	0.27631999999999995	0.14373	0.6064	0.26056	0	0	0.00212	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0	0	0.17697000000000002	0.52259	0	0.14885	0.00698	0.2873	0	0	0	0.17882	0	0.03333	0	0	0	0	0.19935999999999998	0	0.00912	0	0	0	0.74106	0	0	0.17225	0.5573	0.10690999999999999	0	0.1228	0	0	0	0	0	0.40032	0	0	0	0	1.31176	0	0.2386	0	0.026930000000000003	0	0	0	0	0.28975	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0	0	0	0.11327000000000001	0	0	0.00539	0.11729	0	0.014740000000000001	0.00417	0	0	0.02076	0.14085999999999999	0	0	0	0	0	0	0.022719999999999997	0	0	0	0	0	0	0.00965	0	0	0	0.08269	0.00487	0	0	0	0	0	0	0.03128	0.01991	0	0	0.06981	0	0	0.31403000000000003	0	0	0	0	0	0	0.013680000000000001	0	0.00979	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor	0	0	0	0.030189999999999998	0.09905	0	0	0	0	0	0	0	0	0	0	0.0355	0	0	0	0	0	0	0	0	0	0.01125	0	0	0	0	0.20755	0	0	0	0	0.05587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04578	0.05019	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	0	0	0	0.015330000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	0	0	0	0.004229999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77632	0	0	0	0	0	0	0.07289	0	0	0	0	0	0	0	0.030189999999999998	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0	0	0	12.50565	0	0	0	0.05017	0	0.15855999999999998	0	0.62465	0	0.18404	0.09512000000000001	0	0	0	0	0	0.24963000000000002	0	0	0	0	0	0	0	0	0.47825	0	0	0	0	0	0	0	0	0	0.0010400000000000001	0	0	0	0.65556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014280000000000001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	3.73259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38979	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0	0	0	2.6242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	2.10817	0	0	0	3.4485300000000003	0.8845799999999999	0	0	0.04044	0	0	0	0	0	2.93931	0	0	0	0	2.3452	1.1130200000000001	0.23046	0	0.44363	0	0	0	0	0	0	0	0.07575	0	0.14395	0.00245	0	0	1.70965	0	0	0	6.35077	0.3284	0	0	0	0	2.11463	0	0	0	0	1.37286	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0.9258200000000001	0.058120000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49058	0	0	0	0	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0.0513	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0	0	0.7335699999999999	0	0.02818	0.28713	0	0	0	0	0	3.5640400000000003	0	0	0	0	0	0.60645	6.60128	0	11.75709	0	0	0	0.42423	0.8376399999999999	0	7.6588	0	0	0	7.280760000000001	0	0.31914000000000003	0	1.48791	1.52911	0	0	0	0.3164	0	0	13.09963	0.06515	0	0	0	0	1.24254	0.045380000000000004	0.34613	0	0.84696	0	0.046130000000000004	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0	0.6632600000000001	0.02103	0.23515999999999998	2.21917	0	0	2.42997	5.00171	0	1.95005	0	0	0	3.58645	2.63778	0	1.96595	0	3.1381200000000002	0.6005199999999999	0	0	4.90797	3.4187199999999995	0	0	0.02375	0	0	0	0	0	0	1.62853	0	0.42927	0	0	0	0	0	3.01235	0.22546999999999998	0	0	1.69787	0	0.19612000000000002	0.44931000000000004	0	0	0	0	0	3.015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0.644	0	0	0	0	0.00703	0	0	0	0.029410000000000002	0	0	0	0	0.24284	0	0.50693	0.11167	0.68658	0.0015400000000000001	0	0	0	0	0	0.42012	0.00288	0	0	0.38786	0	0	0	0.02395	0	0	0	0.80998	0	0.15708	0.01891	0.49215	0	0	0	0.012459999999999999	0	0.49461000000000005	0.02888	0.02908	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0	0	0	0.4209	0	0	0	0	0.01152	0.00375	0.08756	0.04442	0.39969	0.13034	0.05058	0	0	0.16643	0	0.37084	0.029710000000000004	0.46898999999999996	0.25876	0.0269	0	0	0.15391	0.59429	0.128	0.07164	0	0.07005	0.22229000000000002	0	1.31071	0	0	0.03603	0.01541	0	0.17115	0	0.005529999999999999	0.07322000000000001	0.32242	0.18703	0.0738	0	0.77665	0.03094	0.03825	0	0.8575	0.83086	0	0	0.02078	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	0	0	0	0.28103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0	0	0.24656999999999998	0.5653	0	0	0	0.18391	0	0.11634000000000001	0	0	0.02465	0	0	0	0	0	1.52492	0	1.06203	0	0	0	0	0	1.24072	0.19343	0.01235	0.014769999999999998	0.51679	0.40826999999999997	0	0	0	0	0	0	0.00502	0	0	0	0	0.6017100000000001	0	0	0.00386	0.1485	0.06767999999999999	0.27631999999999995	0.00861	0.07518999999999999	0.26056	0	0	0.00212	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0	0	0.17697000000000002	0.52259	0	0	0.00698	0.2873	0	0	0	0.17882	0	0.03333	0	0	0	0	0.19935999999999998	0	0.00912	0	0	0	0	0	0	0.17225	0.03211	0	0	0.1228	0	0	0	0	0	0.0154	0	0	0	0	0	0	0.02845	0	0.026930000000000003	0	0	0	0	0.28975	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0	0	0.1542	0	0	0	0.12752	0	0	0.02266	0	0	0.41718	0.11950999999999999	0	0	0.31715	0	0	0	0	0.33731	0.03721	0	0.0030800000000000003	0	0	0	0.2205	0.013080000000000001	1.76131	0	0.0033799999999999998	0	0	0	0	0.01257	0	0.13652999999999998	0	0	0.08378	0	0.05789	0.00322	0.02145	0	1.0385799999999998	0	0	0.03924	1.7663799999999998	0.036000000000000004	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0	0	0.14163	0	0	0	0	0	0	0	0.27086	0	0	0	0	0	0	0	0	0.02715	0.01785	0	0	0.038380000000000004	0	0	1.4557	0.16194	0	0	0	0.52272	0	0	0	0	0	0	0	0.007520000000000001	0	0.018330000000000003	0	0.02055	0	0	0	0.04553	0	0	0	0	0.11727	0.0034700000000000004	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0	0	0.11327000000000001	0	0	0.00539	0.11729	0	0.014740000000000001	0.00417	0	0	0.02076	0.14085999999999999	0	0	0	0	0	0	0.022719999999999997	0	0	0	0	0	0	0.00965	0	0	0	0.08269	0.00487	0	0	0	0	0	0	0.03128	0.01991	0	0	0.06981	0	0	0.31403000000000003	0	0	0	0	0	0	0.013680000000000001	0	0.00979	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	0	0.043519999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0	0	0	0.030189999999999998	0.09905	0	0	0	0	0	0	0	0	0	0	0.0355	0	0	0	0	0	0	0	0	0	0.01125	0	0	0	0	0.20755	0	0	0	0	0.05587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04578	0.05019	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	0	0	0	0.02361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii	0	0	0	0.015330000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified	0	0	0	0.004229999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31|t__Eubacterium_sp_3_1_31_unclassified	0	0	0	12.50565	0	0	0	0.05017	0	0.15855999999999998	0	0.62465	0	0.18404	0.09512000000000001	0	0	0	0	0	0.24963000000000002	0	0	0	0	0	0	0	0	0.47825	0	0	0	0	0	0	0	0	0	0.0010400000000000001	0	0	0	0.65556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014280000000000001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica|t__Porphyromonas_asaccharolytica_unclassified	0	0	0	3.73259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38979	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis|t__GCF_000177055	0	0	0	2.6242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified	0	0	0	2.10817	0	0	0	3.4485300000000003	0.8845799999999999	0	0	0.04044	0	0	0	0	0	2.93931	0	0	0	0	2.3452	1.1130200000000001	0.23046	0	0.44363	0	0	0	0	0	0	0	0.07575	0	0.14395	0.00245	0	0	1.70965	0	0	0	6.35077	0.3284	0	0	0	0	2.11463	0	0	0	0	1.37286	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245	0	0	0	0.9258200000000001	0.058120000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49058	0	0	0	0	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0.0513	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0	0	0	0.6632600000000001	0.02103	0.23515999999999998	2.21917	0	0	2.42997	5.00171	0	1.95005	0	0	0	3.58645	2.63778	0	1.96595	0	3.1381200000000002	0.6005199999999999	0	0	4.90797	3.4187199999999995	0	0	0.02375	0	0	0	0	0	0	1.62853	0	0.42927	0	0	0	0	0	3.01235	0.22546999999999998	0	0	1.69787	0	0.19612000000000002	0.44931000000000004	0	0	0	0	0	3.015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA|t__GCF_000218425	0	0	0	0.644	0	0	0	0	0.00703	0	0	0	0.029410000000000002	0	0	0	0	0.24284	0	0.50693	0.11167	0.68658	0.0015400000000000001	0	0	0	0	0	0.42012	0.00288	0	0	0.38786	0	0	0	0.02395	0	0	0	0.80998	0	0.15708	0.01891	0.49215	0	0	0	0.012459999999999999	0	0.49461000000000005	0.02888	0.02908	0	0	0	0	0
